#{"t_start": 1620623953.4428375, "env_id": "SuperMarioBros-1-1-v0"}
256.0,15,6861.311602
252.0,15,6863.697883
257.0,14,6866.064579
256.0,14,6868.384801
616.0,47,6875.384477
257.0,15,6877.735014
647.0,39,6884.526855
251.0,15,6887.302138
257.0,14,6890.064512
251.0,14,6892.896611
253.0,14,6894.641632
257.0,15,6897.665577
257.0,14,6900.46126
255.0,16,6903.249768
257.0,14,6905.964447
257.0,14,6907.627906
253.0,14,6910.323539
249.0,17,6913.229312
257.0,14,6915.895059
257.0,14,6918.577502
241.0,16,6921.385443
254.0,15,6924.171905
257.0,14,6925.937455
255.0,15,6928.747571
257.0,14,6931.537808
257.0,14,6934.321357
257.0,14,6937.019475
1071.0,63,6947.73443
257.0,14,6950.473559
257.0,14,6953.296524
253.0,14,6956.156631
253.0,14,6957.950553
257.0,14,6960.746719
247.0,15,6963.714282
257.0,14,6966.501489
257.0,14,6969.370193
257.0,14,6971.149547
257.0,14,6974.018816
257.0,14,6976.836618
249.0,16,6979.730441
257.0,14,6982.60651
649.0,42,6989.932823
257.0,14,6992.744162
244.0,18,6995.756784
257.0,14,6998.594931
257.0,14,7000.393852
257.0,14,7003.176531
257.0,14,7005.885341
252.0,14,7008.753233
257.0,14,7010.368414
244.0,17,7013.358271
257.0,14,7016.446186
257.0,14,7019.169086
257.0,14,7022.037176
257.0,14,7023.706605
257.0,14,7026.513316
252.0,15,7029.357294
646.0,40,7036.763531
651.0,40,7044.218351
252.0,14,7046.951387
257.0,14,7049.608331
257.0,14,7051.399147
257.0,14,7054.106853
253.0,14,7057.006152
256.0,15,7059.726065
257.0,14,7061.430988
257.0,14,7064.511592
257.0,14,7067.64555
256.0,15,7070.842367
257.0,14,7073.815261
647.0,40,7081.172992
256.0,14,7083.095172
257.0,14,7085.883967
249.0,15,7088.868986
257.0,14,7091.72669
257.0,14,7093.477509
253.0,14,7096.469375
257.0,14,7099.291482
257.0,14,7102.097548
257.0,14,7103.945231
1075.0,88,7120.451922
257.0,14,7123.242373
257.0,14,7125.975939
257.0,14,7128.556007
257.0,14,7129.978052
257.0,14,7132.368962
644.0,38,7138.477854
255.0,16,7140.989178
253.0,15,7143.398786
253.0,14,7145.759883
257.0,14,7147.285853
257.0,14,7149.655586
257.0,14,7152.114842
257.0,14,7154.508026
252.0,14,7156.095068
257.0,14,7158.679948
255.0,16,7161.219659
256.0,15,7163.749527
254.0,14,7166.097988
257.0,14,7167.863444
257.0,14,7170.685058
651.0,40,7177.985679
254.0,14,7180.787727
253.0,14,7183.61178
257.0,14,7185.456733
245.0,16,7188.370214
257.0,14,7191.248023
651.0,40,7198.490963
250.0,14,7201.403446
257.0,14,7204.277672
257.0,14,7206.028125
253.0,14,7208.918703
257.0,14,7211.81106
257.0,14,7214.907718
1073.0,81,7230.957807
242.0,16,7233.804193
242.0,18,7237.023965
1376.0,83,7251.97459
254.0,15,7255.061666
257.0,14,7257.897023
257.0,14,7260.645351
257.0,14,7263.479616
647.0,39,7270.130073
1073.0,102,7292.019219
242.0,16,7294.748026
257.0,14,7296.930683
257.0,14,7298.857922
249.0,15,7300.713337
257.0,14,7301.861825
256.0,15,7303.715669
254.0,14,7305.657387
257.0,14,7307.77308
257.0,14,7308.956774
257.0,14,7310.777822
256.0,16,7312.789911
257.0,14,7314.638641
257.0,14,7316.475799
1096.0,76,7325.38434
650.0,42,7330.416448
257.0,14,7332.333802
257.0,14,7334.357571
257.0,14,7336.275891
257.0,14,7337.700244
257.0,14,7339.643637
253.0,14,7341.761469
253.0,14,7343.605389
253.0,14,7344.795723
1072.0,60,7352.304368
257.0,14,7354.184514
253.0,14,7355.382715
257.0,14,7357.395511
257.0,14,7359.437545
255.0,16,7361.703317
257.0,14,7363.722632
1376.0,170,7384.760266
252.0,15,7386.743475
244.0,17,7388.787984
257.0,14,7390.636088
256.0,15,7392.536449
257.0,14,7393.741003
249.0,17,7395.847836
253.0,14,7397.782852
257.0,14,7399.623401
257.0,14,7401.505435
252.0,14,7402.71304
257.0,14,7404.746875
257.0,14,7406.782223
243.0,17,7408.806187
257.0,14,7410.656027
257.0,14,7412.491866
257.0,14,7413.654272
257.0,14,7415.536273
253.0,14,7417.468222
249.0,17,7419.529361
252.0,14,7421.534913
252.0,15,7423.525377
257.0,14,7424.777968
257.0,14,7426.759834
255.0,16,7428.751128
251.0,14,7430.782435
257.0,14,7432.698934
257.0,14,7433.742672
257.0,14,7435.400234
257.0,14,7437.084279
257.0,14,7438.798332
252.0,15,7439.998048
257.0,14,7441.638546
253.0,14,7443.388799
250.0,17,7445.406298
257.0,14,7447.042342
255.0,16,7448.833009
257.0,14,7451.936831
247.0,14,7453.220569
257.0,14,7455.20746
253.0,14,7457.107928
251.0,18,7459.320209
257.0,14,7461.803636
653.0,40,7466.91439
253.0,16,7469.017261
257.0,14,7470.906173
257.0,14,7472.104612
257.0,14,7474.015196
257.0,14,7475.914355
255.0,16,7477.985289
257.0,14,7480.165435
257.0,14,7481.573382
253.0,14,7483.647399
251.0,14,7485.504584
254.0,14,7487.415791
256.0,15,7488.710894
253.0,14,7490.729211
257.0,14,7492.794048
247.0,17,7495.278236
651.0,43,7500.173637
653.0,42,7505.799792
648.0,40,7510.480411
257.0,14,7511.516297
257.0,14,7513.495191
843.0,71,7522.214412
257.0,14,7524.361339
252.0,15,7526.015565
257.0,14,7526.983916
254.0,14,7528.618655
257.0,14,7530.292549
257.0,14,7531.931329
257.0,14,7532.897254
245.0,17,7535.119778
257.0,14,7536.102775
249.0,17,7537.764395
253.0,14,7539.311805
257.0,14,7540.888091
1071.0,244,7567.256001
257.0,14,7568.951183
257.0,14,7570.851604
256.0,14,7572.506652
257.0,14,7573.546238
257.0,14,7575.160465
257.0,14,7576.742916
651.0,40,7581.098119
253.0,14,7582.940741
257.0,14,7583.905975
652.0,36,7589.734717
632.0,41,7594.362723
257.0,14,7595.928722
257.0,14,7597.466411
250.0,14,7598.460371
253.0,14,7600.2556
652.0,43,7604.651558
252.0,15,7606.421214
257.0,14,7608.002429
257.0,14,7609.607354
257.0,14,7611.286036
253.0,14,7612.301882
250.0,14,7613.908375
257.0,14,7615.525281
240.0,16,7617.23248
1073.0,232,7642.493843
667.0,73,7650.808968
251.0,14,7652.836565
257.0,14,7653.956607
251.0,14,7656.175838
641.0,34,7660.034792
257.0,14,7661.849575
257.0,14,7663.674993
240.0,16,7666.291504
253.0,14,7668.247117
649.0,44,7673.181552
244.0,17,7675.074129
254.0,15,7676.895595
257.0,14,7678.7284
1071.0,90,7689.438588
629.0,47,7695.750546
251.0,14,7697.631416
649.0,45,7702.660918
257.0,14,7704.528604
257.0,14,7706.391629
249.0,17,7708.352909
234.0,17,7710.370885
644.0,42,7715.583894
257.0,14,7717.511886
251.0,14,7719.354962
251.0,14,7721.171115
257.0,14,7722.320133
255.0,15,7724.380033
1376.0,106,7739.632649
251.0,15,7741.149287
257.0,14,7743.523351
650.0,41,7749.60063
244.0,17,7752.097588
241.0,16,7754.284555
257.0,14,7756.196823
251.0,14,7758.493675
253.0,14,7760.789296
257.0,14,7762.300678
257.0,14,7764.54468
257.0,14,7766.568488
648.0,39,7771.553994
256.0,15,7773.433478
253.0,17,7775.458708
257.0,14,7777.318831
237.0,17,7779.267023
254.0,14,7780.52599
251.0,14,7782.525238
255.0,15,7784.566319
654.0,40,7790.009178
253.0,14,7791.847991
652.0,44,7796.748415
257.0,14,7798.596969
247.0,16,7800.596995
253.0,14,7802.831752
248.0,16,7804.941028
246.0,15,7806.83979
257.0,14,7808.000297
257.0,14,7809.912472
667.0,41,7814.9385
251.0,14,7816.803658
257.0,15,7818.704458
241.0,16,7820.586171
251.0,14,7822.391474
251.0,14,7823.549379
253.0,14,7825.39995
257.0,14,7827.212474
254.0,14,7829.075982
254.0,15,7830.936377
257.0,14,7832.100202
256.0,15,7833.966634
257.0,14,7835.829468
257.0,14,7837.771087
257.0,14,7838.924546
647.0,42,7844.985863
651.0,41,7849.942007
813.0,77,7858.883064
257.0,14,7860.831669
256.0,15,7862.776358
241.0,16,7864.668401
654.0,41,7870.333375
253.0,14,7872.407968
253.0,14,7874.328078
254.0,16,7876.720541
257.0,14,7877.913341
257.0,14,7880.111436
257.0,14,7882.321505
637.0,44,7887.684241
253.0,14,7889.572534
646.0,41,7894.510704
257.0,14,7896.443118
257.0,14,7898.270125
653.0,42,7903.058504
257.0,14,7904.892199
257.0,14,7906.728332
641.0,37,7910.909625
254.0,14,7912.548887
1072.0,101,7924.403409
257.0,14,7925.391106
257.0,14,7927.029263
246.0,16,7928.759977
252.0,15,7930.392104
241.0,16,7932.125899
257.0,14,7933.810377
241.0,16,7935.521724
257.0,14,7936.584179
257.0,14,7938.300816
257.0,14,7940.158931
645.0,39,7944.739392
257.0,14,7946.516211
257.0,14,7947.518209
257.0,14,7949.134636
257.0,14,7950.752526
257.0,14,7952.362615
257.0,14,7953.378929
257.0,14,7955.068081
251.0,15,7956.762035
257.0,14,7958.655989
251.0,15,7960.584989
1074.0,65,7967.562077
257.0,14,7968.584816
257.0,14,7970.150333
638.0,41,7974.351292
257.0,14,7975.940511
257.0,14,7977.533756
257.0,14,7979.127463
257.0,14,7980.123503
257.0,14,7981.726964
241.0,17,7983.409024
257.0,14,7984.983966
257.0,14,7986.575081
256.0,15,7988.293786
256.0,15,7989.649062
241.0,16,7991.422052
257.0,14,7993.020151
257.0,14,7994.637897
257.0,14,7996.277868
254.0,15,7998.013379
257.0,14,7999.095224
257.0,14,8000.822935
253.0,14,8002.632427
635.0,39,8007.537822
257.0,14,8008.643179
243.0,16,8010.336686
640.0,38,8014.537755
254.0,14,8016.23762
1071.0,72,8023.848564
241.0,16,8025.486063
645.0,39,8029.869809
257.0,14,8031.78507
645.0,39,8035.584195
245.0,16,8037.494085
241.0,16,8039.230122
1072.0,64,8045.990731
241.0,16,8047.650619
257.0,14,8049.223816
250.0,15,8050.82509
257.0,14,8052.406531
257.0,14,8054.022257
256.0,14,8055.034592
241.0,16,8056.660632
1377.0,92,8066.827311
241.0,16,8068.742453
643.0,37,8072.382956
251.0,14,8074.022086
255.0,16,8075.661079
257.0,14,8077.252224
257.0,14,8078.886197
1366.0,83,8087.488871
252.0,16,8089.130864
257.0,14,8090.80922
241.0,16,8092.526679
256.0,16,8094.146905
241.0,16,8095.847495
255.0,14,8097.626167
241.0,16,8099.467566
241.0,16,8101.137541
653.0,38,8104.846875
257.0,14,8106.752464
253.0,14,8108.868937
252.0,14,8110.918321
247.0,16,8112.903622
640.0,42,8117.836325
241.0,16,8119.746215
252.0,15,8121.596926
256.0,16,8123.515059
241.0,16,8125.623374
251.0,14,8126.736696
243.0,16,8128.593633
667.0,73,8138.071733
241.0,16,8139.9568
624.0,33,8143.887257
257.0,14,8144.997286
241.0,16,8146.878845
667.0,38,8151.550004
241.0,16,8153.428471
646.0,39,8158.246634
257.0,15,8160.094691
241.0,16,8162.012848
245.0,16,8163.914572
241.0,16,8165.780056
241.0,16,8167.655273
654.0,45,8173.291486
241.0,16,8175.151015
253.0,14,8176.29774
644.0,45,8181.890083
253.0,14,8183.716833
644.0,43,8188.618651
641.0,39,8193.465935
241.0,16,8195.766933
241.0,17,8198.198651
253.0,14,8200.151971
255.0,14,8202.166197
255.0,14,8203.477585
241.0,16,8205.531883
253.0,15,8207.903056
241.0,16,8210.016778
657.0,44,8216.961986
257.0,14,8218.791077
244.0,16,8221.256323
1377.0,88,8233.1625
254.0,15,8235.441896
638.0,33,8240.049468
256.0,15,8242.259529
648.0,38,8247.574278
653.0,47,8253.728384
241.0,16,8255.701329
251.0,14,8257.774841
241.0,16,8259.751165
241.0,16,8261.87749
650.0,45,8267.75963
241.0,16,8269.691155
249.0,16,8271.584141
254.0,17,8273.593729
253.0,14,8275.473109
253.0,14,8277.250992
645.0,48,8282.89209
257.0,14,8284.664063
257.0,14,8285.768074
257.0,15,8287.588919
243.0,16,8289.562954
252.0,16,8291.436369
257.0,14,8293.19227
645.0,37,8297.759569
241.0,16,8299.602648
241.0,16,8301.452251
843.0,80,8310.687416
241.0,16,8312.517695
255.0,14,8313.641556
241.0,16,8315.478867
257.0,14,8317.255049
240.0,17,8319.135826
241.0,16,8320.988101
241.0,16,8322.820803
241.0,16,8324.678974
653.0,44,8330.153079
650.0,39,8334.824902
650.0,45,8339.61858
1070.0,69,8348.0221
253.0,15,8349.846189
250.0,15,8351.689526
241.0,16,8353.526602
241.0,16,8355.40883
639.0,34,8359.267161
241.0,16,8361.110729
1375.0,93,8372.860002
240.0,17,8374.727045
241.0,16,8376.559932
241.0,16,8378.413588
253.0,14,8379.656825
236.0,17,8382.191986
763.0,63,8389.365594
241.0,16,8391.215631
1074.0,65,8399.329793
241.0,16,8401.201447
254.0,14,8402.322548
254.0,14,8404.120342
250.0,15,8405.955283
257.0,14,8407.720417
237.0,17,8409.600341
843.0,78,8418.968951
236.0,17,8420.892096
243.0,16,8422.803306
252.0,15,8424.615457
252.0,15,8425.853833
251.0,14,8427.65958
241.0,16,8429.561036
241.0,16,8431.44795
241.0,16,8433.304768
254.0,15,8435.129776
1375.0,426,8485.903817
241.0,16,8487.821469
655.0,40,8493.226028
250.0,15,8495.144608
650.0,43,8501.084658
241.0,16,8503.050321
241.0,16,8504.996936
241.0,16,8507.014783
1075.0,77,8516.092093
238.0,18,8518.402483
256.0,15,8520.321037
241.0,16,8522.426581
256.0,16,8524.891159
252.0,15,8526.816129
243.0,16,8528.788315
251.0,16,8530.782089
238.0,16,8532.956727
241.0,16,8535.164052
643.0,38,8540.344965
257.0,14,8542.549003
644.0,38,8546.820697
241.0,16,8548.746715
241.0,16,8550.700049
638.0,36,8556.063845
249.0,16,8558.082363
1073.0,143,8576.152523
648.0,40,8581.050317
257.0,14,8583.013086
253.0,15,8584.222275
255.0,14,8586.097596
1091.0,136,8602.833616
252.0,15,8605.271625
253.0,16,8607.269547
241.0,16,8609.220326
255.0,14,8611.120897
1074.0,77,8620.281119
256.0,15,8622.200804
241.0,16,8624.166675
241.0,16,8626.242414
255.0,15,8628.239637
241.0,16,8630.234284
249.0,16,8632.238804
652.0,44,8638.612147
648.0,41,8644.042725
238.0,16,8645.777589
251.0,14,8647.64823
256.0,16,8649.505507
255.0,17,8651.350797
1072.0,59,8657.655741
257.0,15,8659.721103
241.0,16,8661.336381
843.0,76,8668.593448
253.0,15,8670.137611
625.0,38,8673.993987
241.0,16,8675.584454
241.0,16,8677.1671
257.0,14,8678.692614
647.0,37,8682.01509
251.0,14,8683.538096
650.0,51,8688.888951
1375.0,79,8696.219427
242.0,15,8697.772943
656.0,43,8702.366842
257.0,14,8703.308485
655.0,38,8707.525065
257.0,14,8709.042522
241.0,16,8710.653097
251.0,14,8712.205568
241.0,16,8713.854159
241.0,18,8715.511571
640.0,40,8719.489414
257.0,14,8721.009981
254.0,14,8721.976986
257.0,14,8723.484842
257.0,14,8724.984629
257.0,14,8726.571083
241.0,16,8728.249967
241.0,16,8729.832971
251.0,14,8730.779146
241.0,16,8732.388424
241.0,16,8733.979423
241.0,16,8735.561944
253.0,14,8737.108956
256.0,14,8738.721884
644.0,43,8742.887866
241.0,16,8744.462343
651.0,38,8748.4965
241.0,16,8750.054528
241.0,16,8751.656946
241.0,16,8753.282456
1079.0,67,8760.223241
241.0,16,8761.97688
241.0,16,8763.592697
245.0,16,8765.253502
651.0,41,8769.914949
843.0,79,8777.549717
244.0,18,8780.071471
255.0,16,8781.659946
643.0,55,8787.398586
257.0,14,8788.561018
257.0,14,8790.177765
251.0,14,8791.739248
257.0,14,8793.417174
1072.0,66,8800.213512
655.0,41,8804.363542
257.0,14,8805.967403
257.0,14,8806.962792
257.0,14,8808.562764
257.0,14,8810.234277
1073.0,70,8817.8599
642.0,38,8821.663904
257.0,14,8823.344386
256.0,16,8825.119363
241.0,16,8826.846215
640.0,37,8831.274178
241.0,16,8833.024054
241.0,16,8834.805386
637.0,47,8840.143289
241.0,16,8841.792213
241.0,16,8843.406397
243.0,16,8845.052028
647.0,46,8850.212838
843.0,73,8859.80624
257.0,14,8860.911356
1377.0,78,8870.431751
250.0,15,8872.356937
257.0,15,8874.406876
843.0,72,8885.764262
241.0,16,8887.525002
238.0,16,8889.313725
243.0,16,8891.21615
254.0,14,8892.979086
241.0,16,8894.949622
257.0,14,8896.167798
257.0,15,8898.197768
647.0,39,8903.116641
235.0,18,8905.079756
651.0,38,8910.076632
241.0,16,8911.945879
241.0,16,8913.933976
256.0,14,8915.794631
257.0,14,8917.760306
241.0,16,8919.621509
241.0,16,8921.483429
1375.0,100,8932.797211
651.0,38,8937.523687
241.0,16,8939.54809
256.0,14,8941.45651
255.0,14,8942.570801
640.0,34,8947.326702
241.0,16,8949.344629
1094.0,64,8956.794626
252.0,15,8957.941612
241.0,16,8959.773368
1375.0,78,8968.842501
241.0,16,8970.658587
241.0,16,8972.453658
235.0,17,8974.291683
241.0,16,8976.076952
654.0,40,8980.541242
782.0,115,8994.629712
254.0,15,8996.455215
241.0,16,8998.371134
241.0,16,9000.37676
1376.0,90,9011.520445
254.0,16,9013.68456
238.0,16,9015.909182
251.0,14,9017.883805
257.0,14,9019.007057
255.0,16,9020.881626
624.0,48,9026.570802
646.0,35,9031.008149
256.0,14,9032.135576
251.0,14,9033.970511
241.0,16,9035.948345
257.0,14,9038.416506
255.0,15,9040.294104
241.0,16,9042.166749
241.0,16,9043.941267
244.0,17,9045.878845
241.0,16,9047.918793
843.0,76,9056.87358
241.0,16,9058.805004
241.0,16,9060.719606
843.0,75,9070.222487
241.0,16,9072.189335
240.0,17,9074.040909
646.0,38,9078.718464
257.0,15,9080.492627
1072.0,72,9089.372918
257.0,14,9090.601634
257.0,14,9092.606596
257.0,14,9094.397049
257.0,14,9096.245832
257.0,14,9097.415707
257.0,14,9099.229698
740.0,54,9105.700246
245.0,16,9107.556342
241.0,16,9109.451433
257.0,14,9111.358254
843.0,70,9120.347007
257.0,14,9122.148561
779.0,88,9133.191833
652.0,40,9138.063446
239.0,16,9140.053931
241.0,16,9141.973693
256.0,15,9143.796712
1377.0,74,9152.380667
244.0,17,9154.236707
237.0,17,9156.114122
241.0,16,9157.941112
646.0,38,9162.417295
1359.0,76,9171.377342
648.0,43,9175.973207
1071.0,63,9183.524793
242.0,16,9185.392869
257.0,14,9187.13572
257.0,14,9188.202873
1078.0,115,9202.006346
253.0,15,9203.833134
251.0,14,9204.963109
241.0,16,9206.806254
243.0,16,9208.636473
638.0,38,9213.099526
252.0,15,9214.910387
241.0,16,9216.723974
639.0,38,9221.405674
253.0,14,9222.91979
241.0,16,9224.492244
643.0,38,9227.858314
256.0,16,9229.444849
838.0,67,9236.729478
646.0,38,9240.180159
241.0,16,9241.873838
253.0,14,9243.759248
1376.0,72,9253.106916
241.0,16,9255.268345
241.0,16,9257.40635
644.0,36,9262.567769
241.0,16,9264.585243
257.0,14,9265.841624
645.0,45,9271.851346
241.0,16,9273.751133
644.0,36,9278.445099
255.0,14,9279.584498
251.0,14,9281.430349
1080.0,67,9289.152224
646.0,38,9293.681986
241.0,16,9295.493688
649.0,39,9300.051972
257.0,14,9301.970418
257.0,14,9304.008757
257.0,14,9305.265132
257.0,14,9307.130818
633.0,35,9311.332449
253.0,14,9313.381981
1377.0,78,9323.443853
245.0,16,9325.45091
253.0,15,9327.38193
241.0,16,9329.393385
257.0,14,9331.295068
257.0,14,9332.444456
254.0,17,9334.567059
251.0,14,9336.410136
768.0,115,9350.573814
257.0,14,9351.883347
257.0,14,9353.749831
257.0,14,9355.68595
254.0,14,9357.698014
641.0,38,9361.892056
843.0,71,9370.447904
629.0,49,9376.060572
1073.0,121,9391.148425
257.0,14,9392.99855
252.0,15,9396.560989
257.0,14,9398.383773
257.0,14,9400.356155
257.0,14,9401.621989
1071.0,87,9413.012596
257.0,14,9414.840977
257.0,14,9416.799412
653.0,40,9421.92375
646.0,38,9426.301599
244.0,16,9428.318829
645.0,42,9434.056205
646.0,38,9438.583022
637.0,42,9444.446579
257.0,14,9446.011579
251.0,14,9449.164248
254.0,14,9451.096478
257.0,14,9453.020908
1073.0,65,9462.043137
1080.0,82,9475.326671
241.0,16,9478.140637
241.0,16,9480.815781
257.0,14,9483.044981
1074.0,117,9498.491044
252.0,16,9500.566991
242.0,16,9502.612259
257.0,14,9504.586006
257.0,14,9506.624218
843.0,73,9516.198112
257.0,14,9518.248563
257.0,14,9520.266585
642.0,38,9524.639139
246.0,15,9526.876279
645.0,38,9532.408235
1376.0,89,9544.04169
843.0,71,9554.228327
257.0,14,9556.262124
257.0,14,9557.714847
257.0,14,9559.920257
254.0,14,9562.088009
257.0,14,9564.311567
636.0,45,9571.26378
257.0,14,9573.281538
241.0,16,9575.151815
257.0,14,9576.913935
1068.0,60,9583.397706
1074.0,77,9592.708512
257.0,14,9594.444141
639.0,71,9602.741218
257.0,14,9603.854174
1375.0,67,9612.016315
1074.0,62,9618.884403
251.0,15,9620.772649
249.0,17,9622.63619
633.0,32,9626.309633
257.0,14,9628.11162
257.0,14,9629.882414
257.0,14,9631.714314
257.0,14,9632.808386
253.0,14,9634.59097
257.0,14,9636.424382
610.0,64,9644.758145
251.0,14,9646.912951
257.0,14,9647.990459
646.0,37,9652.608444
257.0,14,9654.400984
257.0,14,9656.215297
641.0,36,9660.406296
257.0,14,9662.879364
257.0,14,9665.613111
1074.0,62,9673.065977
639.0,37,9678.161766
257.0,14,9680.258649
257.0,14,9681.682024
1376.0,67,9691.587348
257.0,14,9693.380992
257.0,14,9694.48384
257.0,14,9696.276329
1073.0,64,9704.41767
631.0,32,9708.709675
257.0,14,9710.602636
257.0,14,9712.413324
251.0,14,9713.514902
252.0,15,9715.360967
257.0,14,9717.183074
257.0,15,9719.096896
257.0,14,9720.944486
251.0,14,9722.057615
241.0,16,9724.06133
251.0,15,9725.959665
257.0,14,9727.754591
257.0,14,9729.556983
257.0,14,9730.665556
257.0,14,9732.449249
1377.0,80,9741.32004
257.0,14,9743.138218
667.0,37,9747.840451
251.0,14,9748.937503
634.0,35,9753.41575
257.0,14,9754.496561
649.0,59,9761.921329
257.0,14,9763.720325
257.0,14,9764.818707
252.0,16,9767.014533
257.0,14,9768.981472
257.0,14,9770.954488
645.0,42,9776.695504
257.0,14,9778.804394
257.0,14,9780.948747
257.0,14,9782.114445
252.0,17,9784.14875
641.0,41,9790.137469
257.0,14,9791.306418
257.0,14,9793.347818
257.0,14,9795.172732
257.0,14,9797.071516
257.0,14,9798.297402
257.0,14,9800.292462
252.0,15,9802.171595
257.0,14,9804.161725
257.0,14,9805.484055
241.0,16,9807.607187
257.0,14,9809.515423
1376.0,71,9819.003175
257.0,14,9821.1972
254.0,14,9823.701055
241.0,16,9825.598571
241.0,16,9827.596383
257.0,14,9828.708443
646.0,37,9833.609554
257.0,14,9835.414662
1072.0,64,9844.124072
256.0,15,9845.980147
650.0,38,9849.794865
257.0,14,9851.527785
639.0,36,9855.884274
1377.0,112,9869.574377
257.0,14,9870.652539
257.0,14,9872.276945
257.0,14,9873.89221
257.0,14,9875.503435
245.0,17,9877.200961
1620.0,87,9886.433567
257.0,14,9887.447196
257.0,14,9889.062192
257.0,14,9890.670336
256.0,15,9892.315044
257.0,14,9893.326334
624.0,31,9896.941639
622.0,43,9902.056137
640.0,115,9913.781979
257.0,14,9915.467458
243.0,17,9917.148293
241.0,16,9918.794807
257.0,14,9920.415714
257.0,14,9921.403258
254.0,14,9923.091323
251.0,14,9924.913397
257.0,14,9926.618946
257.0,14,9927.665452
257.0,14,9929.316656
253.0,15,9931.53988
767.0,56,9939.075701
257.0,14,9941.013272
257.0,14,9942.96925
257.0,14,9944.210613
254.0,15,9946.44193
639.0,37,9951.626043
257.0,14,9953.608695
783.0,62,9961.226469
257.0,14,9963.222128
1377.0,67,9972.743819
257.0,14,9974.565089
256.0,15,9976.330369
257.0,14,9978.235349
257.0,14,9980.021253
1369.0,70,9987.516414
253.0,14,9989.278273
796.0,75,9998.27186
257.0,14,10000.170391
257.0,14,10001.984447
255.0,14,10003.740774
257.0,14,10004.845335
257.0,14,10006.788409
640.0,47,10013.075628
653.0,37,10018.07985
257.0,14,10019.248299
257.0,14,10021.19959
254.0,14,10023.250496
1360.0,67,10031.492221
257.0,14,10033.41521
257.0,14,10035.434713
257.0,14,10037.347308
257.0,14,10038.551864
257.0,14,10040.476216
241.0,16,10042.495857
1375.0,84,10053.731817
254.0,16,10055.557629
843.0,113,10068.343388
257.0,14,10069.389737
257.0,14,10071.115321
642.0,34,10074.743498
257.0,14,10076.469856
257.0,14,10078.204007
1072.0,60,10084.736507
257.0,14,10086.440154
640.0,47,10091.870608
257.0,14,10093.704701
1617.0,142,10112.154455
762.0,78,10122.74517
1376.0,95,10134.478666
623.0,50,10140.528628
641.0,34,10145.499782
637.0,40,10150.134308
257.0,14,10151.441472
257.0,14,10153.278676
241.0,16,10155.151019
1375.0,69,10163.412926
257.0,14,10165.225259
843.0,82,10174.390668
645.0,39,10178.899529
1376.0,74,10187.33293
251.0,14,10189.104975
257.0,14,10190.170801
257.0,14,10191.935143
257.0,14,10193.822005
1072.0,66,10201.911525
257.0,14,10203.648945
1377.0,77,10212.467756
644.0,36,10216.245996
1376.0,85,10226.449357
254.0,18,10228.302755
257.0,14,10230.056671
1375.0,67,10237.536184
256.0,15,10239.269099
257.0,14,10240.969542
778.0,76,10249.097054
257.0,14,10250.793585
843.0,111,10263.476224
257.0,14,10265.293444
1376.0,81,10274.790307
257.0,14,10275.861968
